"date","area","covid_cases_per_100k","covid_inpatient_bed_utilization","covid_hospital_admissions_per_100k","covid_19_community_level"
2022-02-09,"Upper Peninsula Region","405.554626066589","10.7311471226235","17.7346495490535","High"
2022-02-10,"Detroit Region","249.297087865972","10.5595350472912","22.9615739655935","High"
2022-02-10,"Grand Rapids Region","336.066027626595","14.4122216468151","19.6727930000143","High"
2022-02-10,"Jackson Region","349.675773219727","14.9478563151796","20.1608902499172","High"
2022-02-10,"Kalamazoo Region","306.782188794464","17.4240214664878","20.5351159152533","High"
2022-02-10,"Lansing Region","369.310203653515","18.0639823496966","20.1318892849828","High"
2022-02-10,"Saginaw Region","387.914612604916","13.1750625398538","19.6266312790038","High"
2022-02-10,"State","295.398271488044","12.3016454361924","21.408138750533","High"
2022-02-10,"Traverse City Region","332.016200952918","12.3549614777685","20.2174947769001","High"
2022-02-10,"Upper Peninsula Region","397.85845742011","10.5243015690777","15.0577213152341","High"
2022-02-11,"Detroit Region","219.298287436567","10.3228782287823","22.1415177525366","High"
2022-02-11,"Grand Rapids Region","306.752262859786","14.3777604572616","19.6076513013387","High"
2022-02-11,"Jackson Region","329.514882703278","14.8013245033113","20.1608902499172","High"
2022-02-11,"Kalamazoo Region","283.861680436257","17.2232907851023","19.6017015554691","High"
2022-02-11,"Lansing Region","340.55036186648","18.0191341455021","20.9777669860325","High"
2022-02-11,"Saginaw Region","354.92867615892","12.8679356357928","19.2967719297769","High"
2022-02-11,"State","266.049695720054","12.0997317275036","20.8674280430827","High"
2022-02-11,"Traverse City Region","303.262429828443","12.2880177926049","19.7682171151912","High"
2022-02-11,"Upper Peninsula Region","358.708382131504","10.280612244898","14.3884892567793","High"
2022-02-12,"Detroit Region","215.655712177816","9.9177833883602","21.3023904647574","High"
2022-02-12,"Grand Rapids Region","310.595623129212","14.3586993338602","19.0213760132588","High"
2022-02-12,"Jackson Region","322.904754665098","14.8278905560459","20.4913966474568","High"
2022-02-12,"Kalamazoo Region","275.772089251008","17.0156095143707","18.8757126089702","High"
2022-02-12,"Lansing Region","335.644271208692","17.8634621055736","23.3462245489716","High"
2022-02-12,"Saginaw Region","344.867965542891","12.4575429795684","19.1318422551634","High"
2022-02-12,"State","262.625194555724","11.7762408246548","20.3667699806287","High"
2022-02-12,"Traverse City Region","301.465319133164","12.3815165876777","18.8696617917734","High"
2022-02-12,"Upper Peninsula Region","353.35452568178","9.85491376950452","14.3884892567793","High"
2022-02-13,"Detroit Region","191.34009199505","9.39265729493654","20.2344102803112","Medium"
2022-02-13,"Grand Rapids Region","284.343518238047","14.1607368388627","17.7836837384235","High"
2022-02-13,"Jackson Region","297.455761718104","14.3072573044298","18.1778518646794","High"
2022-02-13,"Kalamazoo Region","251.503315695259","17.0015864621893","18.6682871956848","High"
2022-02-13,"Lansing Region","335.305920128844","17.6629785879169","24.6996288706511","High"
2022-02-13,"Saginaw Region","326.395841133133","11.9431279620853","17.8124048582556","High"
2022-02-13,"State","240.245779051986","11.3478119047523","19.5557039194532","High"
2022-02-13,"Traverse City Region","280.124629626718","12.4431758113966","18.8696617917734","High"
2022-02-13,"Upper Peninsula Region","342.98142881044","9.72693726937269","15.3923373444616","High"
2022-02-14,"Detroit Region","172.402514864472","8.89334670678703","19.2808565441985","Medium"
2022-02-14,"Grand Rapids Region","265.97355898418","13.9210508497529","16.3505663675615","High"
2022-02-14,"Jackson Region","277.294871201655","13.599513579246","16.8558262745209","High"
2022-02-14,"Kalamazoo Region","221.219205104325","16.804950077345","17.5274474226152","High"
2022-02-14,"Lansing Region","317.880839516699","17.3248626373626","26.0530331923306","High"
2022-02-14,"Saginaw Region","293.080045322677","11.3277511961722","16.6578971359612","High"
2022-02-14,"State","219.348311420531","10.8957124053255","18.6645325682851","High"
2022-02-14,"Traverse City Region","258.110023609542","12.3923878568192","19.9928559460456","High"
2022-02-14,"Upper Peninsula Region","323.908315208299","9.22485586162716","12.7154091106422","High"
2022-02-15,"Detroit Region","162.866977537898","8.41650817161227","17.888668089474","Medium"
2022-02-15,"Grand Rapids Region","237.115786113744","13.7164003090562","16.6762748609393","High"
2022-02-15,"Jackson Region","244.905243814573","12.9132726401533","15.2032942868228","High"
2022-02-15,"Kalamazoo Region","195.705879058538","16.4015581886057","16.3866076495456","Medium"
2022-02-15,"Lansing Region","284.722433691647","16.9725246241576","27.0680864335903","High"
2022-02-15,"Saginaw Region","258.939601101071","10.7538958304085","14.6787410405995","High"
2022-02-15,"State","200.94412095258","10.4426850744536","17.7433217333697","High"
2022-02-15,"Traverse City Region","241.262110841295","12.4417210603437","19.3189394534823","High"
2022-02-15,"Upper Peninsula Region","299.815961184541","8.92651019622932","13.0500251398696","High"
2022-02-16,"Detroit Region","167.577532977226","8.11688584866766","17.1448961753061","Medium"
2022-02-16,"Grand Rapids Region","244.020806258814","13.3685708477333","14.9825906953751","High"
2022-02-16,"Jackson Region","256.142461479479","12.5358851674641","14.8727878892832","High"
2022-02-16,"Kalamazoo Region","202.550917753749","16.0724437586291","15.1420551698332","High"
2022-02-16,"Lansing Region","286.752540170732","16.6511338925132","26.7297353531704","High"
2022-02-16,"Saginaw Region","264.87706966135","10.5292713744209","14.513811365986","High"
2022-02-16,"State","206.03080689258","10.1383395221182","16.8922030271979","High"
2022-02-16,"Traverse City Region","244.407054558034","12.2331910352188","18.8696617917734","High"
2022-02-16,"Upper Peninsula Region","298.812113100218","8.56263228785838","12.3807930814147","High"
2022-02-17,"Detroit Region","146.732848381333","7.82606501110438","16.8206879050278","Medium"
2022-02-17,"Grand Rapids Region","213.925341098224","12.9863793453954","14.2008903112686","High"
2022-02-17,"Jackson Region","218.464731661852","11.94743130227","10.9067111188077","High"
2022-02-17,"Kalamazoo Region","158.473017064889","15.6615734720416","14.0012153967636","Medium"
2022-02-17,"Lansing Region","229.402032136586","16.1494551115724","26.8989108933803","High"
2022-02-17,"Saginaw Region","220.510985141485","10.2944276579299","13.0294442944647","High"
2022-02-17,"State","175.380520155693","9.81289547780278","16.271387029755","Medium"
2022-02-17,"Traverse City Region","197.232898806943","11.8039791694485","18.1957452992101","Medium"
2022-02-17,"Upper Peninsula Region","250.627405052702","8.37343599615014","12.7154091106422","High"
2022-02-18,"Detroit Region","136.701463113776","7.54105263157895","15.7336366458593","Medium"
2022-02-18,"Grand Rapids Region","199.203317015338","12.5609954456734","12.7677729404066","Medium"
2022-02-18,"Jackson Region","204.252956379765","11.2887828162291","11.2372175163473","High"
2022-02-18,"Kalamazoo Region","144.990365089473","15.2350740198471","13.8975026901209","Medium"
2022-02-18,"Lansing Region","220.943255140399","15.6038697597004","24.6996288706511","High"
2022-02-18,"Saginaw Region","202.368720096187","10.0252915554307","12.2047959213973","High"
2022-02-18,"State","164.005568919788","9.48706424195902","15.3201367110924","Medium"
2022-02-18,"Traverse City Region","194.761871600934","11.5806365338326","19.0943006226279","Medium"
2022-02-18,"Upper Peninsula Region","236.573531872177","8.17936874518861","12.0461770521873","High"
2022-02-19,"Detroit Region","131.45691758416","7.17457585218689","14.9326515075247","Medium"
2022-02-19,"Grand Rapids Region","185.067568227787","11.8634934889987","11.855789158949","Medium"
2022-02-19,"Jackson Region","194.007257920586","10.3547963206307","10.2456983237284","Medium"
2022-02-19,"Kalamazoo Region","136.589635781714","14.8141624097234","13.7937899834782","Medium"
2022-02-19,"Lansing Region","210.961898284898","15.0161962054604","21.8236446870822","High"
2022-02-19,"Saginaw Region","190.493782975628","9.67617875548035","11.7100068975569","Medium"
2022-02-19,"State","156.095171493411","9.03654998179672","14.3688863924298","Medium"
2022-02-19,"Traverse City Region","187.348789982905","11.0458284371328","16.8479123140834","Medium"
2022-02-19,"Upper Peninsula Region","229.546595281914","7.82849829351536","10.3730969060502","High"
2022-02-20,"Detroit Region","128.157621669165","6.8585358024196","14.4940167889128","Medium"
2022-02-20,"Grand Rapids Region","180.833357761471","11.1661413777578","11.0740887748425","Medium"
2022-02-20,"Jackson Region","183.761559461407","9.64422228756248","11.2372175163473","Medium"
2022-02-20,"Kalamazoo Region","133.685679971624","14.3502933538521","13.2752264502648","Medium"
2022-02-20,"Lansing Region","197.427855091","14.2080745341615","19.7935382045629","Medium"
2022-02-20,"Saginaw Region","178.61884585507","9.19833375839497","11.8749365721704","Medium"
2022-02-20,"State","151.118630327703","8.58522951666312","13.8081493624813","Medium"
2022-02-20,"Traverse City Region","179.486430691056","10.4050963737341","15.2754404981023","Medium"
2022-02-20,"Upper Peninsula Region","225.865818972729","7.08982035928144","10.0384808768228","High"
2022-02-21,"Detroit Region","121.044110823541","6.48116314919762","13.8837423978007","Medium"
2022-02-21,"Grand Rapids Region","169.107851854747","10.5122519756666","11.2695138708691","Medium"
2022-02-21,"Jackson Region","155.007502495323","8.78355982764336","11.5677239138869","Medium"
2022-02-21,"Kalamazoo Region","122.484707561279","13.75587858059","13.0678010369794","Medium"
2022-02-21,"Lansing Region","170.190593163278","13.2263337791648","17.5942561818337","Medium"
2022-02-21,"Saginaw Region","156.848127800712","8.82966616084977","12.5346552706243","Medium"
2022-02-21,"State","139.323126317231","8.06668969113355","13.3675702675218","Medium"
2022-02-21,"Traverse City Region","164.660267454999","9.37958883994126","14.1522463438301","Medium"
2022-02-21,"Upper Peninsula Region","202.108080977079","6.36264336428181","10.0384808768228","High"
2022-02-22,"Detroit Region","111.909066064682","6.28837250613405","13.6167473516892","Medium"
2022-02-22,"Grand Rapids Region","155.493236663051","10.0392023180501","10.6832385827892","Medium"
2022-02-22,"Jackson Region","141.456740017054","8.25049701789264","11.5677239138869","Medium"
2022-02-22,"Kalamazoo Region","114.498829083532","13.4302822925577","12.7566629170513","Medium"
2022-02-22,"Lansing Region","159.701709688006","12.9858525688757","17.0867295612039","Medium"
2022-02-22,"Saginaw Region","143.653753222314","8.70307167235495","13.1943739690782","Medium"
2022-02-22,"State","129.169780759831","7.80666626010476","13.1572938812911","Medium"
2022-02-22,"Traverse City Region","160.84140722753","8.85101704233095","14.8261628363934","Medium"
2022-02-22,"Upper Peninsula Region","185.711895599799","5.90002731494127","10.3730969060502","Medium"
2022-02-23,"Detroit Region","105.672824653102","6.06336550100501","13.0255440352993","Medium"
2022-02-23,"Grand Rapids Region","137.839836103484","9.71188270727965","10.292388390736","Medium"
2022-02-23,"Jackson Region","123.609394313968","7.76859504132231","10.2456983237284","Medium"
2022-02-23,"Kalamazoo Region","101.949591475645","13.0518234165067","12.3418120904805","Medium"
2022-02-23,"Lansing Region","149.88952837243","12.8816083395383","17.5942561818337","Medium"
2022-02-23,"Saginaw Region","126.995855317086","8.38691376701967","11.5450772229434","Medium"
2022-02-23,"State","118.575856105265","7.54926600594782","12.5765305288445","Medium"
2022-02-23,"Traverse City Region","149.384826545122","8.52698993595608","13.7029686821212","Medium"
2022-02-23,"Upper Peninsula Region","158.94261335118","5.76187875477881","10.0384808768228","Medium"
2022-02-24,"Detroit Region","120.643618255824","5.83994312248661","12.1101324486311","Medium"
2022-02-24,"Grand Rapids Region","153.148135481707","9.45592912312585","9.51068800662942","Low"
2022-02-24,"Jackson Region","103.779010199428","7.37433862433863","10.9067111188077","Medium"
2022-02-24,"Kalamazoo Region","177.97100607549","12.5903870693322","11.3046850240536","Medium"
2022-02-24,"Lansing Region","183.386285277329","12.7808361850915","14.2107453776349","Medium"
2022-02-24,"Saginaw Region","144.808260997924","7.9898122818602","10.2256398260356","Medium"
2022-02-24,"State","137.610875735066","7.29548332915688","11.5752144039365","Medium"
2022-02-24,"Traverse City Region","138.602162373444","8.38827838827839","13.2536910204123","Medium"
2022-02-24,"Upper Peninsula Region","142.881044002008","5.48880393227744","9.36924881836791","Low"
2022-02-25,"Detroit Region","113.778031380691","5.61177450708137","11.576142356408","Medium"
2022-02-25,"Grand Rapids Region","142.334613367728","9.04705147851751","8.85927101987398","Low"
2022-02-25,"Jackson Region","98.4909077688835","7.00363396101751","8.9236727335699","Low"
2022-02-25,"Kalamazoo Region","172.992796115337","12.0882601351351","10.7861214908401","Medium"
2022-02-25,"Lansing Region","180.341125558702","12.5892857142857","15.0566230786846","Medium"
2022-02-25,"Saginaw Region","144.313471951234","7.61985494960912","10.3905695006491","Medium"
2022-02-25,"State","130.781899729004","7.0134001082837","11.0845695027315","Medium"
2022-02-25,"Traverse City Region","123.551360300477","8.1333577578311","12.3551356969945","Medium"
2022-02-25,"Upper Peninsula Region","142.211811945792","5.21857923497268","8.70001675991305","Low"
2022-02-26,"Detroit Region","109.811247852835","5.19496185201194","10.7370150686288","Medium"
2022-02-26,"Grand Rapids Region","137.448985906593","8.60021049466246","8.53356252649627","Low"
2022-02-26,"Jackson Region","94.1943245440664","6.45539906103286","7.60164714341139","Low"
2022-02-26,"Kalamazoo Region","168.22201157019","11.2658590098254","10.3712706642693","Medium"
2022-02-26,"Lansing Region","180.848652178473","12.047563047171","14.041569837425","Medium"
2022-02-26,"Saginaw Region","141.014878306634","7.22728807835191","11.2152178737165","Medium"
2022-02-26,"State","127.026964241799","6.57355498534616","10.5738982790285","Medium"
2022-02-26,"Traverse City Region","122.652804952837","7.85016286644951","13.4783298512667","Medium"
2022-02-26,"Upper Peninsula Region","138.196419608499","4.7242206235012","9.36924881836791","Low"
2022-02-27,"Detroit Region","107.846927163561","4.80320091035065","9.93602993029419","Low"
2022-02-27,"Grand Rapids Region","133.801050735613","8.16014394961763","8.40327912914518","Low"
2022-02-27,"Jackson Region","93.8638181421574","6.16113744075829","7.60164714341139","Low"
2022-02-27,"Kalamazoo Region","166.770033665145","10.4920027816412","9.95641983769857","Medium"
2022-02-27,"Lansing Region","174.250806121448","11.6060006977556","14.3799209178448","Medium"
2022-02-27,"Saginaw Region","140.685018942174","6.92660550458716","9.89578047680866","Low"
2022-02-27,"State","124.743963465579","6.17876755802081","10.0932665390726","Medium"
2022-02-27,"Traverse City Region","122.877443789747","7.67765567765568","13.7029686821212","Medium"
2022-02-27,"Upper Peninsula Region","133.846411243099","4.56972026478753","11.042328964505","Medium"
2022-02-28,"Detroit Region","105.825393250327","4.49445796161125","9.13504479195953","Low"
2022-02-28,"Grand Rapids Region","127.286880787433","7.76185046424499","7.81700384106528","Low"
2022-02-28,"Jackson Region","89.2367285154313","6.04461501559127","7.93215354095102","Low"
2022-02-28,"Kalamazoo Region","163.243801610036","9.86196441394718","9.85270713105588","Low"
2022-02-28,"Lansing Region","168.498837764041","11.2300587741394","13.7032187570051","Medium"
2022-02-28,"Saginaw Region","131.943745783985","6.57352427523577","9.07113210374126","Low"
2022-02-28,"State","121.159251720461","5.85344644536345","9.4524242191315","Low"
2022-02-28,"Traverse City Region","120.406416583737","7.46228807902817","12.3551356969945","Medium"
2022-02-28,"Upper Peninsula Region","131.838715074452","4.47530864197531","11.7115610229599","Medium"
2022-03-01,"Detroit Region","100.447350198139","4.26752507202663","8.63919684918093","Low"
2022-03-01,"Grand Rapids Region","124.029795813343","7.58249377982624","7.88214553974082","Low"
2022-03-01,"Jackson Region","77.6690044486162","5.84571154767609","7.60164714341139","Low"
2022-03-01,"Kalamazoo Region","156.917326452341","9.40006416426051","8.71186735798625","Low"
2022-03-01,"Lansing Region","161.22428954732","10.797185169625","11.165585653856","Medium"
2022-03-01,"Saginaw Region","121.058386756806","6.30416550181716","7.91662438144692","Low"
2022-03-01,"State","114.941078553651","5.60586896028333","8.84162138293763","Low"
2022-03-01,"Traverse City Region","111.870140781159","7.30825859991969","11.4565803735767","Medium"
2022-03-01,"Upper Peninsula Region","118.454073950142","4.3025274937295","12.3807930814147","Medium"
2022-03-02,"Detroit Region","93.5436211736988","3.96560878715959","8.16241998112459","Low"
2022-03-02,"Grand Rapids Region","117.906476062054","7.16683062322782","7.75186214238974","Low"
2022-03-02,"Jackson Region","73.0419148218901","5.16818500350385","7.27114074587177","Low"
2022-03-02,"Kalamazoo Region","149.553724219614","8.69405498071389","7.8821657048447","Low"
2022-03-02,"Lansing Region","155.133970110066","10.0037608123355","9.30465471154666","Medium"
2022-03-02,"Saginaw Region","117.100074383287","5.9440922789151","8.24648373067388","Low"
2022-03-02,"State","108.792997515935","5.27149500458243","8.40104228797811","Low"
2022-03-02,"Traverse City Region","107.82664171678","7.31057616416732","11.9058580352856","Medium"
2022-03-02,"Upper Peninsula Region","120.796386146896","4.28215077605322","12.0461770521873","Medium"
2022-03-03,"Detroit Region","65.7189232547535","3.8594403715503","9.28761338973756","Low"
2022-03-03,"Grand Rapids Region","72.0467196268683","7.01612202958118","9.83639650000715","Low"
2022-03-03,"Jackson Region","63.787735568438","5.02626970227671","7.60164714341139","Low"
2022-03-03,"Kalamazoo Region","61.3979228418941","8.4211816621721","8.19330382477279","Low"
2022-03-03,"Lansing Region","106.073063532182","9.64409591313527","12.0114633549057","Medium"
2022-03-03,"Saginaw Region","78.3415990592411","5.79287351531569","8.57634307990083","Low"
2022-03-03,"State","72.7255905161745","5.13560626641311","9.64267428286403","Low"
2022-03-03,"Traverse City Region","102.884587304761","7.26824457593688","13.7029686821212","Medium"
2022-03-03,"Upper Peninsula Region","116.111761753388","4.22730422730423","13.0500251398696","Medium"
2022-03-04,"Detroit Region","62.4005562651055","3.75646011359566","10.4890910972395","Medium"
2022-03-04,"Grand Rapids Region","65.9233998755793","6.92381200590739","11.4649389668957","Medium"
2022-03-04,"Jackson Region","56.1860883245308","4.81864377080778","6.61012795079252","Low"
2022-03-04,"Kalamazoo Region","54.6565968541862","8.11624477758663","8.81558006462895","Low"
2022-03-04,"Lansing Region","92.8773714181309","9.36437155165898","11.165585653856","Medium"
2022-03-04,"Saginaw Region","58.3851075094134","5.60425798371947","8.0815540560604","Low"
2022-03-04,"State","65.7464170906239","5.00549203748929","10.5238324727831","Medium"
2022-03-04,"Traverse City Region","84.9134803519641","7.16258879242305","14.3768851746845","Medium"
2022-03-04,"Upper Peninsula Region","93.692487870169","4.21402827834766","13.7192571983244","Medium"
2022-03-05,"Detroit Region","61.8474951001641","3.66930624306345","10.9467968905736","Medium"
2022-03-05,"Grand Rapids Region","63.7085820931982","6.77076865764311","13.0934814337843","Medium"
2022-03-05,"Jackson Region","56.1860883245308","4.70742685671418","9.91519192618878","Low"
2022-03-05,"Kalamazoo Region","54.6565968541862","7.86715577099437","9.33414359784241","Low"
2022-03-05,"Lansing Region","88.4788073801138","8.97969170540739","12.1806388951156","Medium"
2022-03-05,"Saginaw Region","55.5813029115037","5.30336828016953","6.5971869845391","Low"
2022-03-05,"State","64.4547192830256","4.86287404398669","11.1146089864788","Medium"
2022-03-05,"Traverse City Region","81.5438977983148","6.98708448020326","14.6015240055389","Medium"
2022-03-05,"Upper Peninsula Region","91.015559645307","4.21084067492907","12.7154091106422","Medium"
2022-03-06,"Detroit Region","62.6294091609433","3.59230013463848","11.8240663277973","Medium"
2022-03-06,"Grand Rapids Region","62.6663149014895","6.63084829473403","14.135748612593","Medium"
2022-03-06,"Jackson Region","54.2030499130768","4.41532258064516","9.58468552864915","Low"
2022-03-06,"Kalamazoo Region","55.3825858067086","7.63723150357995","9.43785630448511","Low"
2022-03-06,"Lansing Region","85.771998741334","8.54906147139934","11.6731122744858","Medium"
2022-03-06,"Saginaw Region","52.777498313594","4.95922283521228","6.76211665915258","Low"
2022-03-06,"State","64.1943770892461","4.71780466724287","11.7754776289181","Medium"
2022-03-06,"Traverse City Region","78.8482317553953","6.82988216451207","17.0725511449378","Medium"
2022-03-06,"Upper Peninsula Region","88.6732474485528","4.07701019252548","11.042328964505","Medium"
2022-03-07,"Detroit Region","60.1883116053401","3.49077098604317","12.8157622133545","Medium"
2022-03-07,"Grand Rapids Region","60.4514971191083","6.47370507875861","14.852307298024","Medium"
2022-03-07,"Jackson Region","54.2030499130768","3.9860596819865","8.59316633603027","Low"
2022-03-07,"Kalamazoo Region","53.4120443641478","7.27534256946022","8.50444194470087","Low"
2022-03-07,"Lansing Region","87.6329296804951","8.04552972078996","11.8422878146957","Medium"
2022-03-07,"Saginaw Region","50.9632718090642","4.61508503180579","6.76211665915258","Low"
2022-03-07,"State","62.251823797199","4.54194101157604","12.4263331101083","Medium"
2022-03-07,"Traverse City Region","77.2757598970256","6.76514399205561","20.2174947769001","Medium"
2022-03-07,"Upper Peninsula Region","83.9886230550443","3.87528624273384","10.7077129352776","Medium"
2022-03-08,"Detroit Region","57.117868586183","3.40801711817948","13.8646713230785","Medium"
2022-03-08,"Grand Rapids Region","56.0218615543461","6.37539170838886","15.9597161755083","Medium"
2022-03-08,"Jackson Region","48.9149474825327","3.72711421098518","8.26265993849065","Low"
2022-03-08,"Kalamazoo Region","50.922939384071","7.00053034320782","10.0601325443413","Medium"
2022-03-08,"Lansing Region","81.3734347033169","7.79740411827852","14.2107453776349","Medium"
2022-03-08,"Saginaw Region","45.1907329310149","4.32861042506174","7.91662438144692","Low"
2022-03-08,"State","58.416783019601","4.41843357450811","13.4777150412617","Medium"
2022-03-08,"Traverse City Region","65.8191792146177","6.71641791044776","21.5653277620268","Medium"
2022-03-08,"Upper Peninsula Region","84.3232390831521","3.75330396475771","8.03078470145821","Low"
2022-03-09,"Detroit Region","55.0963346729492","3.22011713550448","13.6739605758559","Medium"
2022-03-09,"Grand Rapids Region","54.7841692641919","5.95011743652835","15.1780157914018","Medium"
2022-03-09,"Jackson Region","45.2793770615337","3.41319330489006","9.25417913110952","Low"
2022-03-09,"Kalamazoo Region","50.0932377240454","6.17085211418759","9.64528171777049","Low"
2022-03-09,"Lansing Region","78.3282749846896","6.61080074487896","13.5340432167951","Medium"
2022-03-09,"Saginaw Region","45.1907329310149","3.33685931339552","7.42183535760649","Low"
2022-03-09,"State","56.2038743724752","4.00027171144245","13.1172412362948","Medium"
2022-03-09,"Traverse City Region","60.4278471287787","6.19154508043397","21.1160501003179","Medium"
2022-03-09,"Upper Peninsula Region","72.611678099381","3.05028854080791","6.69232058454851","Low"
2022-03-10,"Detroit Region","56.5266652719354","3.10876236691373","12.2245588969646","Medium"
2022-03-10,"Grand Rapids Region","53.3510518755924","5.67615461291394","12.3769227483534","Medium"
2022-03-10,"Jackson Region","44.2878578558067","3.04718217562254","7.93215354095102","Low"
2022-03-10,"Kalamazoo Region","48.848685234007","5.73937252382482","9.33414359784241","Low"
2022-03-10,"Lansing Region","75.9598174257573","6.40210820027903","10.4888834930162","Medium"
2022-03-10,"Saginaw Region","42.7167876975651","3.07042794089426","7.09197600837954","Low"
2022-03-10,"State","56.0636901142862","3.82968617472434","11.5752144039365","Medium"
2022-03-10,"Traverse City Region","58.855375270409","6.09184629803187","20.4421336077545","Medium"
2022-03-10,"Upper Peninsula Region","66.2539735653338","2.83122594832325","5.01924043841138","Low"
2022-03-11,"Detroit Region","57.4420768552866","3.02118147008698","10.5844464708508","Medium"
2022-03-11,"Grand Rapids Region","48.5957078134211","5.36537195523371","10.0318215960338","Medium"
2022-03-11,"Jackson Region","43.2963386500796","2.81045751633987","8.26265993849065","Low"
2022-03-11,"Kalamazoo Region","47.7078454514718","5.4553264604811","7.77845299820201","Low"
2022-03-11,"Lansing Region","70.0386735284266","6.24903325599381","10.1505324125964","Medium"
2022-03-11,"Saginaw Region","41.3973502397253","2.87108814240597","6.5971869845391","Low"
2022-03-11,"State","55.152492436058","3.69137300903858","10.1233060228199","Medium"
2022-03-11,"Traverse City Region","57.0582645751293","6.07485424111341","19.5435782843367","Medium"
2022-03-11,"Upper Peninsula Region","67.5924376777648","2.66776677667767","5.01924043841138","Low"
2022-03-12,"Detroit Region","56.7936603170795","2.93128994449236","9.95510100501644","Low"
2022-03-12,"Grand Rapids Region","48.2699993160122","5.10617338003503","8.07757063576746","Low"
2022-03-12,"Jackson Region","39.9912746309896","2.45579567779961","4.62708956555476","Low"
2022-03-12,"Kalamazoo Region","47.5004200364654","5.13565891472868","6.63761322513238","Low"
2022-03-12,"Lansing Region","69.3619713687316","6.19892058596762","8.28960147028702","Low"
2022-03-12,"Saginaw Region","38.9234050062756","2.71328938568835","7.09197600837954","Low"
2022-03-12,"State","54.2913605643257","3.56665694579143","9.1520293816591","Low"
2022-03-12,"Traverse City Region","54.3625985322098","6.13243039879609","18.1957452992101","Medium"
2022-03-12,"Upper Peninsula Region","66.2539735653338","2.72127542605827","5.68847249686623","Low"
2022-03-13,"Detroit Region","55.1344768222555","2.85256233069821","8.71548114806995","Low"
2022-03-13,"Grand Rapids Region","45.9900398341492","4.92888402625821","6.90502005960766","Low"
2022-03-13,"Jackson Region","38.9997554252626","2.19456272518834","3.96607677047551","Low"
2022-03-13,"Kalamazoo Region","44.9076023488854","4.8572046733016","6.01533698527622","Low"
2022-03-13,"Lansing Region","68.0085670493417","6.23277182235835","7.27454822902739","Low"
2022-03-13,"Saginaw Region","36.6143894550558","2.55384028968935","6.10239796069867","Low"
2022-03-13,"State","52.4289125626724","3.46091205211726","7.99050267676583","Low"
2022-03-13,"Traverse City Region","51.8915713262003","5.99138738064033","15.7247181598112","Medium"
2022-03-13,"Upper Peninsula Region","65.2501254810105","2.80142817907168","5.01924043841138","Low"
2022-03-14,"Detroit Region","56.5838784958949","2.76617377273832","7.81914063612402","Low"
2022-03-14,"Grand Rapids Region","45.3386228393313","4.71795428633476","6.12331967550114","Low"
2022-03-14,"Jackson Region","45.6098834634427","1.99934447722058","3.96607677047551","Low"
2022-03-14,"Kalamazoo Region","45.5298785939046","4.68885987815492","6.3264751052043","Low"
2022-03-14,"Lansing Region","66.1476361101806","6.20795107033639","6.76702160839757","Low"
2022-03-14,"Saginaw Region","33.4807254926862","2.3945267958951","5.1128199130178","Low"
2022-03-14,"State","53.119820692318","3.34898363503135","7.15941029309219","Low"
2022-03-14,"Traverse City Region","55.9350703905795","5.77819198508854","12.3551356969945","Medium"
2022-03-14,"Upper Peninsula Region","65.2501254810105","2.79912184412733","4.0153923507291","Low"
2022-03-15,"Detroit Region","56.0498884056067","2.67749599425383","6.36973895723274","Low"
2022-03-15,"Grand Rapids Region","44.5569224455497","4.43326015955453","4.2993521125859","Low"
2022-03-15,"Jackson Region","41.3133002386256","1.9010160603081","3.30506397539626","Low"
2022-03-15,"Kalamazoo Region","44.9076023488854","4.40840317840427","4.35593367899313","Low"
2022-03-15,"Lansing Region","63.1024763915534","6.08735352305585","4.56773958566836","Low"
2022-03-15,"Saginaw Region","31.9963583526164","2.20560393790231","2.9687341430426","Low"
2022-03-15,"State","52.2987414657826","3.221238218494","5.61738346073387","Low"
2022-03-15,"Traverse City Region","58.630736433499","5.69467631237247","11.4565803735767","Medium"
2022-03-15,"Upper Peninsula Region","64.2462773966873","2.74197970935015","4.35000837995653","Low"
2022-03-16,"Detroit Region","58.262133065372","2.61247223419421","6.12181498584344","Low"
2022-03-16,"Grand Rapids Region","42.0163961657596","4.23444082982241","4.49477720861254","Low"
2022-03-16,"Jackson Region","43.9573514538977","1.76586003924133","2.31354478277738","Low"
2022-03-16,"Kalamazoo Region","47.3967073289622","4.28384565075213","4.45964638563582","Low"
2022-03-16,"Lansing Region","60.5648432926974","5.89576052271691","3.72186188461866","Low"
2022-03-16,"Saginaw Region","29.3574834369367","2.04562594268477","2.80380446842912","Low"
2022-03-16,"State","52.9996627567274","3.12332884306863","5.48721236449583","Low"
2022-03-16,"Traverse City Region","55.2611538798497","5.59350193834226","12.13049686614","Medium"
2022-03-16,"Upper Peninsula Region","64.9155094529028","2.76788161140038","5.01924043841138","Low"
2022-03-17,"Detroit Region","58.7007677823945","2.54831291734843","5.83574886500964","Low"
2022-03-17,"Grand Rapids Region","41.4952625699052","4.10037373198078","4.62506060596362","Low"
2022-03-17,"Jackson Region","43.2963386500796","1.70157068062827","1.65253198769813","Low"
2022-03-17,"Kalamazoo Region","46.9818564989494","4.17259883911948","3.83737014577966","Low"
2022-03-17,"Lansing Region","55.8279281748328","5.67214111922141","4.06021296503854","Low"
